  year  month  day    lat     lon     vgs     ugs   adts
1993.0    1.0  1.0 37.125 132.625  0.1170  0.2692 0.5454
1993.0    1.0  1.0 37.125 132.875 -0.0049  0.2493 0.5557
1993.0    1.0  1.0 37.125 133.125 -0.0893  0.1992 0.5427
1993.0    1.0  1.0 37.125 133.375 -0.0591  0.1368 0.5256
1993.0    1.0  1.0 37.125 133.625  0.0041  0.0485 0.5209
1993.0    1.0  1.0 37.125 133.875  0.0507 -0.0363 0.5263
1993.0    1.0  1.0 37.125 134.125  0.1062 -0.0604 0.5411
1993.0    1.0  1.0 37.125 134.375  0.1204 -0.0553 0.5637
1993.0    1.0  1.0 37.125 134.625  0.0844 -0.0921 0.5803
1993.0    1.0  1.0 37.125 134.875  0.0624 -0.1445 0.5921
1993.0    1.0  1.0 37.125 135.125  0.0535 -0.1396 0.6024
1993.0    1.0  1.0 37.125 135.375  0.1176 -0.0626 0.6187
1993.0    1.0  1.0 37.125 135.625  0.1677  0.0275 0.6517
1993.0    1.0  1.0 37.125 135.875  0.0513  0.0755 0.6776
1993.0    1.0  1.0 37.125 136.125 -0.0891  0.0850 0.6727
1993.0    1.0  1.0 37.125 136.375 -0.0791  0.0594 0.6494
1993.0    1.0  1.0 37.125 136.625 -0.0433  0.0132 0.6047
1993.0    1.0  1.0 37.125 136.875 -0.1015 -0.0151 0.5353
1993.0    1.0  1.0 37.125 137.125 -0.0939 -0.0186 0.4912
1993.0    1.0  1.0 37.125 137.375  0.0253 -0.0318 0.4938
1993.0    1.0  1.0 37.125 141.375 -0.1768 -0.1240 0.4672
1993.0    1.0  1.0 37.125 141.625 -0.2071 -0.1603 0.4293
1993.0    1.0  1.0 37.125 141.875 -0.2331 -0.1060 0.3856
1993.0    1.0  1.0 37.375 129.375  0.0042  0.0078 0.4916
1993.0    1.0  1.0 37.375 129.625 -0.0176  0.0872 0.4883
1993.0    1.0  1.0 37.375 129.875  0.0579  0.1843 0.4901
1993.0    1.0  1.0 37.375 130.125  0.2130  0.2479 0.5161
1993.0    1.0  1.0 37.375 130.375  0.3350  0.2414 0.5731
1993.0    1.0  1.0 37.375 130.625  0.2977  0.1714 0.6387
1993.0    1.0  1.0 37.375 130.875  0.0890  0.0642 0.6770
1993.0    1.0  1.0 37.375 131.125 -0.1323 -0.0615 0.6696
1993.0    1.0  1.0 37.375 131.375 -0.2321 -0.1644 0.6309
1993.0    1.0  1.0 37.375 131.625 -0.2519 -0.1859 0.5817
1993.0    1.0  1.0 37.375 131.875 -0.2534 -0.1036 0.5296
1993.0    1.0  1.0 37.375 132.125 -0.1794  0.0491 0.4835
1993.0    1.0  1.0 37.375 132.375 -0.0036  0.1894 0.4637
1993.0    1.0  1.0 37.375 132.625  0.1224  0.2296 0.4769
1993.0    1.0  1.0 37.375 132.875  0.0754  0.1785 0.4975
1993.0    1.0  1.0 37.375 133.125 -0.0129  0.1181 0.5004
1993.0    1.0  1.0 37.375 133.375  0.0264  0.0699 0.4980
1993.0    1.0  1.0 37.375 133.625  0.1285  0.0017 0.5138
1993.0    1.0  1.0 37.375 133.875  0.1619 -0.0979 0.5437
1993.0    1.0  1.0 37.375 134.125  0.1442 -0.1797 0.5729
1993.0    1.0  1.0 37.375 134.375  0.1409 -0.2172 0.5995
1993.0    1.0  1.0 37.375 134.625  0.1501 -0.2578 0.6253
1993.0    1.0  1.0 37.375 134.875  0.1228 -0.3131 0.6509
1993.0    1.0  1.0 37.375 135.125  0.0339 -0.3439 0.6652
1993.0    1.0  1.0 37.375 135.375 -0.0042 -0.2918 0.6667
1993.0    1.0  1.0 37.375 135.625  0.0052 -0.1417 0.6699
1993.0    1.0  1.0 37.375 135.875 -0.0664  0.0235 0.6673
1993.0    1.0  1.0 37.375 136.125 -0.1342  0.1317 0.6473
1993.0    1.0  1.0 37.375 136.375 -0.0365  0.1585 0.6267
1993.0    1.0  1.0 37.375 136.625  0.0639  0.0996 0.6063
1993.0    1.0  1.0 37.375 136.875 -0.0230  0.0040 0.5881
1993.0    1.0  1.0 37.375 137.125 -0.0812 -0.0685 0.5679
1993.0    1.0  1.0 37.375 137.375  0.0353 -0.1088 0.5452
1993.0    1.0  1.0 37.375 137.625  0.1176 -0.1180 0.5514
1993.0    1.0  1.0 37.375 137.875  0.0936 -0.0913 0.5710
1993.0    1.0  1.0 37.375 138.125  0.0814 -0.0493 0.5889
1993.0    1.0  1.0 37.375 141.375 -0.1464 -0.0595 0.4992
1993.0    1.0  1.0 37.375 141.625 -0.2175 -0.0998 0.4623
1993.0    1.0  1.0 37.375 141.875 -0.2693 -0.1022 0.4119
1993.0    1.0  1.0 37.625 129.375 -0.0565  0.0524 0.4810
1993.0    1.0  1.0 37.625 129.625 -0.0838  0.0782 0.4669
1993.0    1.0  1.0 37.625 129.875  0.0139  0.0602 0.4570
1993.0    1.0  1.0 37.625 130.125  0.2096  0.0255 0.4790
1993.0    1.0  1.0 37.625 130.375  0.3570  0.0230 0.5370
1993.0    1.0  1.0 37.625 130.625  0.3411  0.0452 0.6081
1993.0    1.0  1.0 37.625 130.875  0.1836  0.0385 0.6596
1993.0    1.0  1.0 37.625 131.125  0.0147 -0.0357 0.6774
1993.0    1.0  1.0 37.625 131.375 -0.0969 -0.1568 0.6695
1993.0    1.0  1.0 37.625 131.625 -0.2307 -0.2464 0.6375
1993.0    1.0  1.0 37.625 131.875 -0.3851 -0.2302 0.5739
1993.0    1.0  1.0 37.625 132.125 -0.3734 -0.1267 0.4931
1993.0    1.0  1.0 37.625 132.375 -0.1269 -0.0148 0.4391
1993.0    1.0  1.0 37.625 132.625  0.1184  0.0536 0.4402
1993.0    1.0  1.0 37.625 132.875  0.1177  0.0807 0.4664
1993.0    1.0  1.0 37.625 133.125  0.0166  0.0885 0.4766
1993.0    1.0  1.0 37.625 133.375  0.0667  0.0800 0.4801
1993.0    1.0  1.0 37.625 133.625  0.2121  0.0518 0.5071
1993.0    1.0  1.0 37.625 133.875  0.2766 -0.0067 0.5570
1993.0    1.0  1.0 37.625 134.125  0.2370 -0.0886 0.6077
1993.0    1.0  1.0 37.625 134.375  0.2039 -0.1547 0.6494
1993.0    1.0  1.0 37.625 134.625  0.2183 -0.1979 0.6895
1993.0    1.0  1.0 37.625 134.875  0.1850 -0.2358 0.7293
1993.0    1.0  1.0 37.625 135.125  0.0367 -0.2592 0.7505
1993.0    1.0  1.0 37.625 135.375 -0.1313 -0.2187 0.7392
1993.0    1.0  1.0 37.625 135.625 -0.2159 -0.0940 0.7049
1993.0    1.0  1.0 37.625 135.875 -0.2610  0.0579 0.6595
1993.0    1.0  1.0 37.625 136.125 -0.2407  0.1757 0.6100
1993.0    1.0  1.0 37.625 136.375 -0.0281  0.2212 0.5818
1993.0    1.0  1.0 37.625 136.625  0.1909  0.1736 0.6033
1993.0    1.0  1.0 37.625 136.875  0.1212  0.0544 0.6401
1993.0    1.0  1.0 37.625 137.125 -0.0240 -0.0790 0.6313
1993.0    1.0  1.0 37.625 137.375  0.0378 -0.1572 0.6015
1993.0    1.0  1.0 37.625 137.625  0.1087 -0.1426 0.5961
1993.0    1.0  1.0 37.625 137.875  0.0527 -0.0795 0.5959
1993.0    1.0  1.0 37.625 138.125  0.0179 -0.0304 0.6025
1993.0    1.0  1.0 37.625 138.375  0.0534  0.0064 0.6291
1993.0    1.0  1.0 37.625 138.625  0.0733  0.0225 0.6460
1993.0    1.0  1.0 37.625 141.375 -0.1158  0.0418 0.5050
1993.0    1.0  1.0 37.625 141.625 -0.1937 -0.0020 0.4733
1993.0    1.0  1.0 37.625 141.875 -0.2384 -0.0322 0.4283
1993.0    1.0  1.0 37.875 129.125 -0.0085  0.0301 0.4745
1993.0    1.0  1.0 37.875 129.375 -0.0757  0.0449 0.4673
1993.0    1.0  1.0 37.875 129.625 -0.0559  0.0432 0.4509
1993.0    1.0  1.0 37.875 129.875  0.0994 -0.0150 0.4536
1993.0    1.0  1.0 37.875 130.125  0.2379 -0.0721 0.4901
1993.0    1.0  1.0 37.875 130.375  0.2855 -0.0396 0.5431
1993.0    1.0  1.0 37.875 130.625  0.2660  0.0541 0.5966
1993.0    1.0  1.0 37.875 130.875  0.2136  0.0911 0.6435
1993.0    1.0  1.0 37.875 131.125  0.1418  0.0263 0.6788
1993.0    1.0  1.0 37.875 131.375  0.0419 -0.0763 0.6990
1993.0    1.0  1.0 37.875 131.625 -0.1646 -0.1481 0.6889
1993.0    1.0  1.0 37.875 131.875 -0.4057 -0.1917 0.6293
1993.0    1.0  1.0 37.875 132.125 -0.4330 -0.2384 0.5402
1993.0    1.0  1.0 37.875 132.375 -0.2240 -0.2420 0.4715
1993.0    1.0  1.0 37.875 132.625 -0.0069 -0.1393 0.4500
1993.0    1.0  1.0 37.875 132.875  0.0209  0.0125 0.4531
1993.0    1.0  1.0 37.875 133.125 -0.0176  0.1107 0.4501
1993.0    1.0  1.0 37.875 133.375  0.0809  0.1313 0.4528
1993.0    1.0  1.0 37.875 133.625  0.2504  0.1154 0.4849
1993.0    1.0  1.0 37.875 133.875  0.3436  0.0918 0.5446
1993.0    1.0  1.0 37.875 134.125  0.3167  0.0561 0.6107
1993.0    1.0  1.0 37.875 134.375  0.2493  0.0299 0.6654
1993.0    1.0  1.0 37.875 134.625  0.2341  0.0376 0.7110
1993.0    1.0  1.0 37.875 134.875  0.2018  0.0501 0.7545
1993.0    1.0  1.0 37.875 135.125  0.0310  0.0553 0.7784
1993.0    1.0  1.0 37.875 135.375 -0.2024  0.0746 0.7593
1993.0    1.0  1.0 37.875 135.625 -0.3443  0.1200 0.7032
1993.0    1.0  1.0 37.875 135.875 -0.3948  0.1841 0.6301
1993.0    1.0  1.0 37.875 136.125 -0.3293  0.2366 0.5570
1993.0    1.0  1.0 37.875 136.375 -0.0392  0.2551 0.5190
1993.0    1.0  1.0 37.875 136.625  0.2673  0.2319 0.5464
1993.0    1.0  1.0 37.875 136.875  0.2564  0.1526 0.6049
1993.0    1.0  1.0 37.875 137.125  0.0891  0.0171 0.6308
1993.0    1.0  1.0 37.875 137.375  0.0556 -0.0824 0.6295
1993.0    1.0  1.0 37.875 137.625  0.0563 -0.0726 0.6328
1993.0    1.0  1.0 37.875 137.875  0.0083 -0.0323 0.6330
1993.0    1.0  1.0 37.875 138.125  0.0029 -0.0252 0.6220
1993.0    1.0  1.0 37.875 138.375  0.0579 -0.0296 0.6242
1993.0    1.0  1.0 37.875 138.625  0.0774 -0.0364 0.6400
1993.0    1.0  1.0 37.875 138.875  0.0243 -0.0293 0.6434
1993.0    1.0  1.0 37.875 141.125 -0.0320  0.1230 0.4936
1993.0    1.0  1.0 37.875 141.375 -0.0834  0.1013 0.4848
1993.0    1.0  1.0 37.875 141.625 -0.1434  0.0520 0.4629
1993.0    1.0  1.0 37.875 141.875 -0.1961  0.0084 0.4264
1993.0    1.0  1.0 38.125 128.875  0.1076 -0.0330 0.4614
1993.0    1.0  1.0 38.125 129.125  0.0190 -0.1011 0.4796
1993.0    1.0  1.0 38.125 129.375 -0.0979 -0.1116 0.4727
1993.0    1.0  1.0 38.125 129.625 -0.0668 -0.0729 0.4510
1993.0    1.0  1.0 38.125 129.875  0.1271 -0.0247 0.4554
1993.0    1.0  1.0 38.125 130.125  0.2207  0.0235 0.4947
1993.0    1.0  1.0 38.125 130.375  0.1696  0.0976 0.5352
1993.0    1.0  1.0 38.125 130.625  0.1412  0.2066 0.5628
1993.0    1.0  1.0 38.125 130.875  0.2161  0.2797 0.5965
1993.0    1.0  1.0 38.125 131.125  0.2636  0.2403 0.6459
1993.0    1.0  1.0 38.125 131.375  0.1523  0.1415 0.6910
1993.0    1.0  1.0 38.125 131.625 -0.0895  0.0630 0.6984
1993.0    1.0  1.0 38.125 131.875 -0.2790 -0.0412 0.6579
1993.0    1.0  1.0 38.125 132.125 -0.2871 -0.2057 0.5983
1993.0    1.0  1.0 38.125 132.375 -0.2267 -0.3264 0.5467
1993.0    1.0  1.0 38.125 132.625 -0.1959 -0.2856 0.5048
1993.0    1.0  1.0 38.125 132.875 -0.1893 -0.1319 0.4648
1993.0    1.0  1.0 38.125 133.125 -0.1194 -0.0001 0.4305
1993.0    1.0  1.0 38.125 133.375  0.0640  0.0732 0.4227
1993.0    1.0  1.0 38.125 133.625  0.2564  0.1117 0.4541
1993.0    1.0  1.0 38.125 133.875  0.3563  0.1291 0.5150
1993.0    1.0  1.0 38.125 134.125  0.3301  0.1352 0.5843
1993.0    1.0  1.0 38.125 134.375  0.2273  0.1538 0.6392
1993.0    1.0  1.0 38.125 134.625  0.1871  0.2012 0.6775
1993.0    1.0  1.0 38.125 134.875  0.1694  0.2532 0.7136
1993.0    1.0  1.0 38.125 135.125  0.0087  0.2896 0.7330
1993.0    1.0  1.0 38.125 135.375 -0.2264  0.3059 0.7091
1993.0    1.0  1.0 38.125 135.625 -0.3774  0.3059 0.6469
1993.0    1.0  1.0 38.125 135.875 -0.4232  0.2990 0.5662
1993.0    1.0  1.0 38.125 136.125 -0.3281  0.2693 0.4893
1993.0    1.0  1.0 38.125 136.375 -0.0326  0.2343 0.4520
1993.0    1.0  1.0 38.125 136.625  0.2785  0.2342 0.4791
1993.0    1.0  1.0 38.125 136.875  0.3296  0.2367 0.5444
1993.0    1.0  1.0 38.125 137.125  0.2019  0.1888 0.5955
1993.0    1.0  1.0 38.125 137.375  0.1035  0.1230 0.6217
1993.0    1.0  1.0 38.125 137.625  0.0416  0.0860 0.6346
1993.0    1.0  1.0 38.125 137.875  0.0139  0.0541 0.6387
1993.0    1.0  1.0 38.125 138.125  0.0201  0.0267 0.6324
1993.0    1.0  1.0 38.125 138.375  0.0454  0.0120 0.6352
1993.0    1.0  1.0 38.125 138.625  0.0571  0.0051 0.6497
1993.0    1.0  1.0 38.125 138.875  0.0154  0.0006 0.6496
1993.0    1.0  1.0 38.125 139.125 -0.0030 -0.0192 0.6449
1993.0    1.0  1.0 38.125 141.125 -0.0442  0.1208 0.4647
1993.0    1.0  1.0 38.125 141.375 -0.0458  0.1040 0.4565
1993.0    1.0  1.0 38.125 141.625 -0.0613  0.0419 0.4475
1993.0    1.0  1.0 38.125 141.875 -0.1305 -0.0300 0.4255
1993.0    1.0  1.0 38.375 128.625  0.1977 -0.0545 0.4470
1993.0    1.0  1.0 38.375 128.875  0.2315 -0.1457 0.4932
1993.0    1.0  1.0 38.375 129.125  0.0879 -0.2338 0.5300
1993.0    1.0  1.0 38.375 129.375 -0.1251 -0.2673 0.5263
1993.0    1.0  1.0 38.375 129.625 -0.1725 -0.2181 0.4904
1993.0    1.0  1.0 38.375 129.875 -0.0125 -0.0956 0.4684
1993.0    1.0  1.0 38.375 130.125  0.0932  0.0517 0.4792
1993.0    1.0  1.0 38.375 130.375  0.0389  0.1721 0.4947
1993.0    1.0  1.0 38.375 130.625  0.0040  0.2716 0.4959
1993.0    1.0  1.0 38.375 130.875  0.1542  0.3618 0.5080
1993.0    1.0  1.0 38.375 131.125  0.3280  0.3992 0.5579
1993.0    1.0  1.0 38.375 131.375  0.2670  0.3603 0.6227
1993.0    1.0  1.0 38.375 131.625  0.0430  0.2604 0.6541
1993.0    1.0  1.0 38.375 131.875 -0.0795  0.1076 0.6460
1993.0    1.0  1.0 38.375 132.125 -0.0695 -0.0588 0.6300
1993.0    1.0  1.0 38.375 132.375 -0.1270 -0.1777 0.6126
1993.0    1.0  1.0 38.375 132.625 -0.2616 -0.2224 0.5732
1993.0    1.0  1.0 38.375 132.875 -0.3154 -0.2207 0.5119
1993.0    1.0  1.0 38.375 133.125 -0.2346 -0.1905 0.4542
1993.0    1.0  1.0 38.375 133.375 -0.0524 -0.0991 0.4233
1993.0    1.0  1.0 38.375 133.625  0.1656  0.0273 0.4330
1993.0    1.0  1.0 38.375 133.875  0.3174  0.1108 0.4811
1993.0    1.0  1.0 38.375 134.125  0.3091  0.1445 0.5452
1993.0    1.0  1.0 38.375 134.375  0.1764  0.1778 0.5940
1993.0    1.0  1.0 38.375 134.625  0.1064  0.2397 0.6197
1993.0    1.0  1.0 38.375 134.875  0.0927  0.3164 0.6399
1993.0    1.0  1.0 38.375 135.125 -0.0336  0.3729 0.6471
1993.0    1.0  1.0 38.375 135.375 -0.2180  0.3757 0.6197
1993.0    1.0  1.0 38.375 135.625 -0.3375  0.3277 0.5618
1993.0    1.0  1.0 38.375 135.875 -0.3593  0.2577 0.4900
1993.0    1.0  1.0 38.375 136.125 -0.2374  0.1662 0.4287
1993.0    1.0  1.0 38.375 136.375  0.0082  0.0840 0.4048
1993.0    1.0  1.0 38.375 136.625  0.2366  0.0792 0.4307
1993.0    1.0  1.0 38.375 136.875  0.2861  0.1426 0.4866
1993.0    1.0  1.0 38.375 137.125  0.2049  0.2119 0.5350
1993.0    1.0  1.0 38.375 137.375  0.1394  0.2426 0.5667
1993.0    1.0  1.0 38.375 137.625  0.0986  0.2145 0.5884
1993.0    1.0  1.0 38.375 137.875  0.0798  0.1498 0.6059
1993.0    1.0  1.0 38.375 138.125  0.0346  0.1155 0.6229
1993.0    1.0  1.0 38.375 138.375  0.0014  0.1300 0.6344
1993.0    1.0  1.0 38.375 138.625  0.0302  0.1349 0.6376
1993.0    1.0  1.0 38.375 138.875  0.0429  0.1008 0.6376
1993.0    1.0  1.0 38.375 139.125  0.0432  0.0368 0.6423
1993.0    1.0  1.0 38.375 141.375  0.0148  0.1030 0.4262
1993.0    1.0  1.0 38.375 141.625  0.0456  0.0432 0.4297
1993.0    1.0  1.0 38.375 141.875 -0.0379 -0.0422 0.4332
1993.0    1.0  1.0 38.625 128.625  0.2648 -0.0248 0.4671
1993.0    1.0  1.0 38.625 128.875  0.3141 -0.0528 0.5304
1993.0    1.0  1.0 38.625 129.125  0.1559 -0.0903 0.5824
1993.0    1.0  1.0 38.625 129.375 -0.1131 -0.1333 0.5871
1993.0    1.0  1.0 38.625 129.625 -0.2536 -0.1438 0.5448
1993.0    1.0  1.0 38.625 129.875 -0.1756 -0.0883 0.4972
1993.0    1.0  1.0 38.625 130.125 -0.0735  0.0095 0.4719
1993.0    1.0  1.0 38.625 130.375 -0.0813  0.0916 0.4578
1993.0    1.0  1.0 38.625 130.625 -0.0894  0.1399 0.4393
1993.0    1.0  1.0 38.625 130.875  0.0569  0.1877 0.4325
1993.0    1.0  1.0 38.625 131.125  0.2604  0.2626 0.4652
1993.0    1.0  1.0 38.625 131.375  0.3017  0.3209 0.5261
1993.0    1.0  1.0 38.625 131.625  0.1972  0.2841 0.5772
1993.0    1.0  1.0 38.625 131.875  0.1153  0.1664 0.6067
1993.0    1.0  1.0 38.625 132.125  0.0692  0.0658 0.6254
1993.0    1.0  1.0 38.625 132.375 -0.0489  0.0175 0.6286
1993.0    1.0  1.0 38.625 132.625 -0.1865 -0.0405 0.6033
1993.0    1.0  1.0 38.625 132.875 -0.2398 -0.1393 0.5578
1993.0    1.0  1.0 38.625 133.125 -0.2491 -0.2112 0.5078
1993.0    1.0  1.0 38.625 133.375 -0.1952 -0.1842 0.4602
1993.0    1.0  1.0 38.625 133.625 -0.0036 -0.0728 0.4365
1993.0    1.0  1.0 38.625 133.875  0.2172  0.0471 0.4579
1993.0    1.0  1.0 38.625 134.125  0.2587  0.1287 0.5083
1993.0    1.0  1.0 38.625 134.375  0.1148  0.1852 0.5465
1993.0    1.0  1.0 38.625 134.625  0.0151  0.2456 0.5564
1993.0    1.0  1.0 38.625 134.875  0.0065  0.3090 0.5578
1993.0    1.0  1.0 38.625 135.125 -0.0582  0.3421 0.5529
1993.0    1.0  1.0 38.625 135.375 -0.1577  0.3114 0.5296
1993.0    1.0  1.0 38.625 135.625 -0.2294  0.2269 0.4890
1993.0    1.0  1.0 38.625 135.875 -0.2291  0.1224 0.4403
1993.0    1.0  1.0 38.625 136.125 -0.0973  0.0096 0.4062
1993.0    1.0  1.0 38.625 136.375  0.0867 -0.0859 0.4058
1993.0    1.0  1.0 38.625 136.625  0.1981 -0.1165 0.4364
1993.0    1.0  1.0 38.625 136.875  0.1637 -0.0619 0.4755
1993.0    1.0  1.0 38.625 137.125  0.0743  0.0526 0.4974
1993.0    1.0  1.0 38.625 137.375  0.0797  0.1610 0.5088
1993.0    1.0  1.0 38.625 137.625  0.1341  0.1973 0.5295
1993.0    1.0  1.0 38.625 137.875  0.1446  0.1731 0.5596
1993.0    1.0  1.0 38.625 138.125  0.0562  0.1498 0.5839
1993.0    1.0  1.0 38.625 138.375 -0.0131  0.1553 0.5915
1993.0    1.0  1.0 38.625 138.625  0.0435  0.1582 0.5945
1993.0    1.0  1.0 38.625 138.875  0.1155  0.1184 0.6082
1993.0    1.0  1.0 38.625 139.125  0.1298  0.0540 0.6319
1993.0    1.0  1.0 38.625 139.375  0.0955  0.0084 0.6508
1993.0    1.0  1.0 38.625 141.625  0.1173  0.0354 0.4179
1993.0    1.0  1.0 38.625 141.875  0.0361 -0.0138 0.4403
1993.0    1.0  1.0 38.875 128.375  0.1004  0.0615 0.4217
1993.0    1.0  1.0 38.875 128.625  0.2403  0.1286 0.4563
1993.0    1.0  1.0 38.875 128.875  0.2876  0.2122 0.5120
1993.0    1.0  1.0 38.875 129.125  0.1851  0.2512 0.5627
1993.0    1.0  1.0 38.875 129.375 -0.0403  0.2057 0.5784
1993.0    1.0  1.0 38.875 129.625 -0.2122  0.1169 0.5491
1993.0    1.0  1.0 38.875 129.875 -0.2030  0.0552 0.5029
1993.0    1.0  1.0 38.875 130.125 -0.1235  0.0303 0.4683
1993.0    1.0  1.0 38.875 130.375 -0.1091  0.0185 0.4451
1993.0    1.0  1.0 38.875 130.625 -0.0996  0.0093 0.4234
1993.0    1.0  1.0 38.875 130.875  0.0135  0.0017 0.4129
1993.0    1.0  1.0 38.875 131.125  0.1647  0.0200 0.4316
1993.0    1.0  1.0 38.875 131.375  0.2391  0.0690 0.4742
1993.0    1.0  1.0 38.875 131.625  0.2470  0.0970 0.5235
1993.0    1.0  1.0 38.875 131.875  0.2162  0.0755 0.5714
1993.0    1.0  1.0 38.875 132.125  0.1217  0.0447 0.6066
1993.0    1.0  1.0 38.875 132.375 -0.0163  0.0297 0.6165
1993.0    1.0  1.0 38.875 132.625 -0.1024  0.0013 0.6025
1993.0    1.0  1.0 38.875 132.875 -0.1329 -0.0458 0.5773
1993.0    1.0  1.0 38.875 133.125 -0.1993 -0.0837 0.5433
1993.0    1.0  1.0 38.875 133.375 -0.2382 -0.0995 0.4962
1993.0    1.0  1.0 38.875 133.625 -0.1243 -0.0706 0.4553
1993.0    1.0  1.0 38.875 133.875  0.0721  0.0215 0.4489
1993.0    1.0  1.0 38.875 134.125  0.1458  0.1363 0.4733
1993.0    1.0  1.0 38.875 134.375  0.0455  0.2125 0.4931
1993.0    1.0  1.0 38.875 134.625 -0.0339  0.2362 0.4910
1993.0    1.0  1.0 38.875 134.875 -0.0258  0.2321 0.4839
1993.0    1.0  1.0 38.875 135.125 -0.0421  0.2142 0.4766
1993.0    1.0  1.0 38.875 135.375 -0.0826  0.1800 0.4628
1993.0    1.0  1.0 38.875 135.625 -0.1159  0.1280 0.4423
1993.0    1.0  1.0 38.875 135.875 -0.0972  0.0553 0.4189
1993.0    1.0  1.0 38.875 136.125  0.0215 -0.0200 0.4105
1993.0    1.0  1.0 38.875 136.375  0.1641 -0.0790 0.4311
1993.0    1.0  1.0 38.875 136.625  0.2055 -0.1191 0.4711
1993.0    1.0  1.0 38.875 136.875  0.0773 -0.1161 0.5018
1993.0    1.0  1.0 38.875 137.125 -0.0692 -0.0581 0.5000
1993.0    1.0  1.0 38.875 137.375 -0.0263  0.0106 0.4856
1993.0    1.0  1.0 38.875 137.625  0.1167  0.0432 0.4958
1993.0    1.0  1.0 38.875 137.875  0.1679  0.0463 0.5291
1993.0    1.0  1.0 38.875 138.125  0.0803  0.0375 0.5565
1993.0    1.0  1.0 38.875 138.375 -0.0093  0.0319 0.5624
1993.0    1.0  1.0 38.875 138.625  0.0491  0.0462 0.5638
1993.0    1.0  1.0 38.875 138.875  0.1729  0.0491 0.5854
1993.0    1.0  1.0 38.875 139.125  0.1962  0.0275 0.6238
1993.0    1.0  1.0 38.875 139.375  0.1315  0.0147 0.6517
1993.0    1.0  1.0 38.875 139.625  0.0521  0.0200 0.6561
1993.0    1.0  1.0 38.875 141.875  0.0362  0.0009 0.4369
1993.0    1.0  1.0 39.125 127.875 -0.0730 -0.0028 0.4294
1993.0    1.0  1.0 39.125 128.125 -0.0692  0.0164 0.4083
1993.0    1.0  1.0 39.125 128.375  0.0055  0.0813 0.3994
1993.0    1.0  1.0 39.125 128.625  0.0929  0.1885 0.4104
1993.0    1.0  1.0 39.125 128.875  0.1612  0.3089 0.4362
1993.0    1.0  1.0 39.125 129.125  0.1712  0.3786 0.4717
1993.0    1.0  1.0 39.125 129.375  0.0651  0.3556 0.4977
1993.0    1.0  1.0 39.125 129.625 -0.0774  0.2617 0.4941
1993.0    1.0  1.0 39.125 129.875 -0.1055  0.1589 0.4714
1993.0    1.0  1.0 39.125 130.125 -0.0594  0.0766 0.4530
1993.0    1.0  1.0 39.125 130.375 -0.0688  0.0170 0.4401
1993.0    1.0  1.0 39.125 130.625 -0.0668 -0.0241 0.4249
1993.0    1.0  1.0 39.125 130.875  0.0418 -0.0609 0.4210
1993.0    1.0  1.0 39.125 131.125  0.1625 -0.0901 0.4427
1993.0    1.0  1.0 39.125 131.375  0.2065 -0.0986 0.4807
1993.0    1.0  1.0 39.125 131.625  0.2246 -0.0882 0.5242
1993.0    1.0  1.0 39.125 131.875  0.2192 -0.0731 0.5708
1993.0    1.0  1.0 39.125 132.125  0.1214 -0.0529 0.6070
1993.0    1.0  1.0 39.125 132.375 -0.0202 -0.0188 0.6162
1993.0    1.0  1.0 39.125 132.625 -0.0999  0.0185 0.6022
1993.0    1.0  1.0 39.125 132.875 -0.1323  0.0535 0.5776
1993.0    1.0  1.0 39.125 133.125 -0.1861  0.0733 0.5441
1993.0    1.0  1.0 39.125 133.375 -0.2156  0.0538 0.5008
1993.0    1.0  1.0 39.125 133.625 -0.1563  0.0244 0.4599
1993.0    1.0  1.0 39.125 133.875 -0.0440  0.0485 0.4380
1993.0    1.0  1.0 39.125 134.125  0.0227  0.1229 0.4365
1993.0    1.0  1.0 39.125 134.375  0.0091  0.1698 0.4394
1993.0    1.0  1.0 39.125 134.625  0.0082  0.1387 0.4387
1993.0    1.0  1.0 39.125 134.875  0.0291  0.0668 0.4422
1993.0    1.0  1.0 39.125 135.125 -0.0055  0.0121 0.4446
1993.0    1.0  1.0 39.125 135.375 -0.0641  0.0007 0.4363
1993.0    1.0  1.0 39.125 135.625 -0.0828  0.0144 0.4210
1993.0    1.0  1.0 39.125 135.875 -0.0382  0.0128 0.4083
1993.0    1.0  1.0 39.125 136.125  0.0686  0.0022 0.4117
1993.0    1.0  1.0 39.125 136.375  0.1979 -0.0018 0.4399
1993.0    1.0  1.0 39.125 136.625  0.2349 -0.0137 0.4867
1993.0    1.0  1.0 39.125 136.875  0.0813 -0.0419 0.5210
1993.0    1.0  1.0 39.125 137.125 -0.0891 -0.0839 0.5176
1993.0    1.0  1.0 39.125 137.375 -0.0420 -0.1256 0.4999
1993.0    1.0  1.0 39.125 137.625  0.1161 -0.1433 0.5087
1993.0    1.0  1.0 39.125 137.875  0.1740 -0.1388 0.5423
1993.0    1.0  1.0 39.125 138.125  0.1007 -0.1471 0.5723
1993.0    1.0  1.0 39.125 138.375 -0.0120 -0.1627 0.5795
1993.0    1.0  1.0 39.125 138.625  0.0046 -0.1389 0.5735
1993.0    1.0  1.0 39.125 138.875  0.1358 -0.0777 0.5861
1993.0    1.0  1.0 39.125 139.125  0.1837 -0.0171 0.6199
1993.0    1.0  1.0 39.125 139.375  0.1345  0.0219 0.6469
